Año,Fecha (dd/mm/aaaa),TRM,Día del mes,Mes,Id Mes
2016,2016-05-25,"3059,92",25,Mayo,5
2016,2016-05-24,"3058,25",24,Mayo,5
2016,2016-05-23,"3047,99",23,Mayo,5
2016,2016-05-22,"3047,99",22,Mayo,5
2016,2016-05-21,"3047,99",21,Mayo,5
2016,2016-05-20,"3056,06",20,Mayo,5
2016,2016-05-19,"3031,48",19,Mayo,5
2016,2016-05-18,"3020,89",18,Mayo,5
2016,2016-05-17,"3007,74",17,Mayo,5
2016,2016-05-16,"2983,82",16,Mayo,5
2016,2016-05-15,"2983,82",15,Mayo,5
2016,2016-05-14,"2983,82",14,Mayo,5
2016,2016-05-13,"2934,88",13,Mayo,5
2016,2016-05-12,"2956,82",12,Mayo,5
2016,2016-05-11,"2979,54",11,Mayo,5
2016,2016-05-10,"2969,62",10,Mayo,5
2016,2016-05-09,"2969,62",9,Mayo,5
2016,2016-05-08,"2969,62",8,Mayo,5
2016,2016-05-07,"2969,62",7,Mayo,5
2016,2016-05-06,"2952,37",6,Mayo,5
2016,2016-05-05,"2942,16",5,Mayo,5
2016,2016-05-04,"2895,51",4,Mayo,5
2016,2016-05-03,"2833,78",3,Mayo,5
2016,2016-05-02,"2851,14",2,Mayo,5
2016,2016-05-01,"2851,14",1,Mayo,5
2016,2016-04-30,"2851,14",30,Abril,4
2016,2016-04-29,"2885,72",29,Abril,4
2016,2016-04-28,"2943,23",28,Abril,4
2016,2016-04-27,"2945,37",27,Abril,4
2016,2016-04-26,"2962,08",26,Abril,4
2016,2016-04-25,"2939,7",25,Abril,4
2016,2016-04-24,"2939,7",24,Abril,4
2016,2016-04-23,"2939,7",23,Abril,4
2016,2016-04-22,"2928,7",22,Abril,4
2016,2016-04-21,"2899,92",21,Abril,4
2016,2016-04-20,"2912,2",20,Abril,4
2016,2016-04-19,"2995,86",19,Abril,4
2016,2016-04-18,"2999,38",18,Abril,4
2016,2016-04-17,"2999,38",17,Abril,4
2016,2016-04-16,"2999,38",16,Abril,4
2016,2016-04-15,"3000,78",15,Abril,4
2016,2016-04-14,"3006,35",14,Abril,4
2016,2016-04-13,"3036,57",13,Abril,4
2016,2016-04-12,"3057,96",12,Abril,4
2016,2016-04-11,"3076,29",11,Abril,4
2016,2016-04-10,"3076,29",10,Abril,4
2016,2016-04-09,"3076,29",9,Abril,4
2016,2016-04-08,"3109,6",8,Abril,4
2016,2016-04-07,"3081,39",7,Abril,4
2016,2016-04-06,"3085,82",6,Abril,4
2016,2016-04-05,"3066,94",5,Abril,4
2016,2016-04-04,"3038,48",4,Abril,4
2016,2016-04-03,"3038,48",3,Abril,4
2016,2016-04-02,"3038,48",2,Abril,4
2016,2016-04-01,"3000,63",1,Abril,4
2016,2016-03-31,"3022,35",31,Marzo,3
2016,2016-03-30,"3052,33",30,Marzo,3
2016,2016-03-29,"3047,85",29,Marzo,3
2016,2016-03-28,"3058,8",28,Marzo,3
2016,2016-03-27,"3058,8",27,Marzo,3
2016,2016-03-26,"3058,8",26,Marzo,3
2016,2016-03-25,"3058,8",25,Marzo,3
2016,2016-03-24,"3058,8",24,Marzo,3
2016,2016-03-23,"3050,31",23,Marzo,3
2016,2016-03-22,"3065,79",22,Marzo,3
2016,2016-03-21,"3065,79",21,Marzo,3
2016,2016-03-20,"3065,79",20,Marzo,3
2016,2016-03-19,"3065,79",19,Marzo,3
2016,2016-03-18,"3087,39",18,Marzo,3
2016,2016-03-17,"3155,9",17,Marzo,3
2016,2016-03-16,"3175,88",16,Marzo,3
2016,2016-03-15,"3175,95",15,Marzo,3
2016,2016-03-14,"3164,12",14,Marzo,3
2016,2016-03-13,"3164,12",13,Marzo,3
2016,2016-03-12,"3164,12",12,Marzo,3
2016,2016-03-11,"3204,27",11,Marzo,3
2016,2016-03-10,"3192,49",10,Marzo,3
2016,2016-03-09,"3155,9",9,Marzo,3
2016,2016-03-08,"3135,28",8,Marzo,3
2016,2016-03-07,"3163,25",7,Marzo,3
2016,2016-03-06,"3163,25",6,Marzo,3
2016,2016-03-05,"3163,25",5,Marzo,3
2016,2016-03-04,"3203,03",4,Marzo,3
